,grid,positionOrder,points,laps,milliseconds_x,fastestLap,rank,fastestLapTime,fastestLapSpeed_x,year,round,driverRef,nationality_x,constructorRef,nationality_y,status,circuitRef,location,country,lat,lng,alt,month,age
547,8.0,9.0,2.0,70.0,6068905.0,48.0,17.0,83402.0,185.779,2022.0,20.0,norris,British,mclaren,British,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,22
548,17.0,12.0,0.0,70.0,6068417.0,48.0,12.0,82914.0,186.873,2022.0,20.0,albon,Thai,williams,British,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,26
549,10.0,8.0,4.0,70.0,6068782.0,48.0,14.0,83279.0,186.054,2022.0,20.0,ocon,French,alpine,French,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,26
550,16.0,14.0,0.0,70.0,6068589.0,45.0,13.0,83086.0,186.486,2022.0,20.0,vettel,German,aston_martin,British,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,35
551,20.0,15.0,0.0,70.0,6067966.0,42.0,9.0,82463.0,187.895,2022.0,20.0,stroll,Canadian,aston_martin,British,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,24
552,6.0,10.0,1.0,70.0,6068866.0,43.0,16.0,83363.0,185.866,2022.0,20.0,bottas,Finnish,alfa,Swiss,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,33
553,12.0,13.0,0.0,70.0,6067763.0,47.0,7.0,82260.0,188.358,2022.0,20.0,zhou,Chinese,alfa,Swiss,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,23
554,19.0,17.0,0.0,70.0,6068803.0,49.0,15.0,83300.0,186.007,2022.0,20.0,kevin_magnussen,Danish,haas,American,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,30
555,15.0,16.0,0.0,70.0,6069144.0,30.0,19.0,83640.99999999999,185.248,2022.0,20.0,mick_schumacher,German,haas,American,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,23
556,14.0,11.0,0.0,70.0,6067780.0,42.0,8.0,82277.0,188.319,2022.0,20.0,gasly,French,alphatauri,Italian,+1 Lap,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,26
557,9.0,19.0,0.0,63.0,6814163.0,48.0,11.0,82866.0,186.981,2022.0,20.0,alonso,Spanish,alpine,French,Engine,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,41
558,18.0,18.0,0.0,69.0,6152921.0,56.0,20.0,83709.0,185.098,2022.0,20.0,latifi,Canadian,williams,British,+2 Laps,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,27
559,13.0,20.0,0.0,50.0,6819533.0,48.0,18.0,83402.99999999999,185.777,2022.0,20.0,tsunoda,Japanese,alphatauri,Italian,Collision damage,rodriguez,Mexico City,Mexico,19.4042,-99.0907,2227.0,10,22
560,9.0,9.0,2.0,53.0,5462484.0,27.0,14.0,99133.00000000001,212.151,2022.0,12.0,ricciardo,Australian,mclaren,British,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,33
561,5.0,7.0,6.0,53.0,5454138.0,43.0,11.0,99037.0,212.356,2022.0,12.0,norris,British,mclaren,British,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,22
562,4.0,2.0,18.0,53.0,5412699.0,30.0,4.0,97668.0,215.333,2022.0,12.0,hamilton,British,mercedes,German,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,37
563,6.0,3.0,15.0,53.0,5418607.0,51.0,3.0,97548.0,215.598,2022.0,12.0,russell,British,mercedes,German,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,24
564,13.0,13.0,0.0,53.0,5470677.0,53.0,16.0,99199.0,212.01,2022.0,12.0,albon,Thai,williams,British,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,26
565,19.0,5.0,11.0,53.0,5430984.0,51.0,1.0,95781.0,219.575,2022.0,12.0,sainz,Spanish,ferrari,Italian,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,27
566,7.0,6.0,8.0,53.0,5444991.0,53.0,8.0,98160.0,214.254,2022.0,12.0,alonso,Spanish,alpine,French,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,41
567,10.0,8.0,4.0,53.0,5459071.0,53.0,9.0,98684.0,213.116,2022.0,12.0,ocon,French,alpine,French,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,25
568,12.0,11.0,0.0,53.0,5466606.0,43.0,12.0,99044.0,212.341,2022.0,12.0,vettel,German,aston_martin,British,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,35
569,15.0,10.0,1.0,53.0,5464661.0,52.0,15.0,99185.0,212.04,2022.0,12.0,stroll,Canadian,aston_martin,British,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,23
570,11.0,14.0,0.0,53.0,5478778.0,52.0,6.0,97963.0,214.685,2022.0,12.0,bottas,Finnish,alfa,Swiss,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,32
571,3.0,4.0,12.0,53.0,5419422.0,45.0,5.0,97780.0,215.086,2022.0,12.0,perez,Mexican,red_bull,Austrian,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,32
572,2.0,1.0,25.0,53.0,5402112.0,30.0,2.0,97491.0,215.724,2022.0,12.0,max_verstappen,Dutch,red_bull,Austrian,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,24
573,17.0,15.0,0.0,53.0,5482506.0,48.0,13.0,99068.0,212.29,2022.0,12.0,mick_schumacher,German,haas,American,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,23
574,14.0,12.0,0.0,53.0,5467560.0,53.0,10.0,98786.0,212.896,2022.0,12.0,gasly,French,alphatauri,Italian,Finished,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,26
575,1.0,19.0,0.0,17.0,6463386.0,4.0,7.0,98088.0,214.411,2022.0,12.0,leclerc,Monegasque,ferrari,Italian,Accident,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,24
576,16.0,16.0,0.0,47.0,6078714.0,25.0,18.0,99368.0,211.649,2022.0,12.0,zhou,Chinese,alfa,Swiss,+6 Laps,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,23
577,18.0,17.0,0.0,40.0,6479006.0,40.0,19.0,99650.0,211.05,2022.0,12.0,latifi,Canadian,williams,British,Collision damage,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,27
578,20.0,18.0,0.0,37.0,6475156.0,11.0,17.0,99265.0,211.869,2022.0,12.0,kevin_magnussen,Danish,haas,American,Collision damage,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,29
579,8.0,20.0,0.0,17.0,6484666.0,4.0,20.0,100216.00000000001,209.858,2022.0,12.0,tsunoda,Japanese,alphatauri,Italian,Undertray,ricard,Le Castellet,France,43.2506,5.79167,432.0,7,22
580,17.0,17.0,0.0,72.0,5840537.0,52.0,16.0,75577.0,202.871,2022.0,15.0,ricciardo,Australian,mclaren,British,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,33
581,7.0,7.0,6.0,72.0,5822079.0,63.0,8.0,74706.0,205.236,2022.0,15.0,norris,British,mclaren,British,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,22
582,4.0,4.0,12.0,72.0,5815789.0,54.0,3.0,73854.0,207.604,2022.0,15.0,hamilton,British,mercedes,German,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,37
583,6.0,2.0,18.0,72.0,5806844.0,72.0,2.0,73670.99999999999,208.119,2022.0,15.0,russell,British,mercedes,German,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,24
584,15.0,12.0,0.0,72.0,5833163.0,65.0,15.0,75534.0,202.986,2022.0,15.0,albon,Thai,williams,British,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,26
585,3.0,8.0,4.0,72.0,5823689.0,63.0,7.0,74643.0,205.409,2022.0,15.0,sainz,Spanish,ferrari,Italian,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,28
586,2.0,3.0,15.0,72.0,5813702.0,62.0,6.0,74413.0,206.044,2022.0,15.0,leclerc,Monegasque,ferrari,Italian,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,24
587,13.0,6.0,8.0,72.0,5821527.0,51.0,4.0,74144.0,206.792,2022.0,15.0,alonso,Spanish,alpine,French,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,41
588,12.0,9.0,2.0,72.0,5823890.0,64.0,11.0,75084.0,204.203,2022.0,15.0,ocon,French,alpine,French,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,25
589,19.0,14.0,0.0,72.0,5838780.0,50.0,9.0,74862.0,204.808,2022.0,15.0,vettel,German,aston_martin,British,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,35
590,10.0,10.0,1.0,72.0,5825232.0,65.0,10.0,75043.0,204.314,2022.0,15.0,stroll,Canadian,aston_martin,British,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,23
591,14.0,16.0,0.0,72.0,5840093.0,63.0,17.0,75940.0,201.901,2022.0,15.0,zhou,Chinese,alfa,Swiss,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,23
592,5.0,5.0,10.0,72.0,5820941.0,63.0,5.0,74404.0,206.069,2022.0,15.0,perez,Mexican,red_bull,Austrian,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,32
593,1.0,1.0,26.0,72.0,5802773.0,62.0,1.0,73652.0,208.173,2022.0,15.0,max_verstappen,Dutch,red_bull,Austrian,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,24
594,18.0,15.0,0.0,72.0,5839642.0,53.0,14.0,75369.0,203.431,2022.0,15.0,kevin_magnussen,Danish,haas,American,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,29
595,8.0,13.0,0.0,72.0,5835768.0,51.0,13.0,75233.0,203.798,2022.0,15.0,mick_schumacher,German,haas,American,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,23
596,11.0,11.0,0.0,72.0,5829782.0,65.0,12.0,75164.99999999999,203.983,2022.0,15.0,gasly,French,alphatauri,Italian,Finished,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,26
597,20.0,18.0,0.0,71.0,5916603.0,62.0,18.0,76066.0,201.567,2022.0,15.0,latifi,Canadian,williams,British,+1 Lap,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,27
598,16.0,19.0,0.0,53.0,6608977.0,51.0,19.0,76844.0,199.526,2022.0,15.0,bottas,Finnish,alfa,Swiss,Engine,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,33
599,9.0,20.0,0.0,43.0,6611917.0,16.0,20.0,77138.0,198.765,2022.0,15.0,tsunoda,Japanese,alphatauri,Italian,Differential,zandvoort,Zandvoort,Netherlands,52.3888,4.54092,6.0,9,22
600,11.0,7.0,6.0,50.0,5115417.0,46.0,5.0,92753.0,239.629,2022.0,2.0,norris,British,mclaren,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,22
601,19.0,17.0,0.0,50.0,4961339.0,49.0,15.0,94122.0,236.144,2023.0,2.0,norris,British,mclaren,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,23
602,8.0,15.0,0.0,50.0,4959915.0,48.0,16.0,94287.0,235.731,2023.0,2.0,piastri,Australian,mclaren,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,21
603,15.0,10.0,1.0,50.0,5133241.0,47.0,8.0,92997.0,239.001,2022.0,2.0,hamilton,British,mercedes,German,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,37
604,7.0,5.0,10.0,50.0,4905959.0,47.0,6.0,92941.0,239.145,2023.0,2.0,hamilton,British,mercedes,German,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,38
605,6.0,5.0,10.0,50.0,5092025.0,43.0,7.0,92821.0,239.454,2022.0,2.0,russell,British,mercedes,German,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,24
606,3.0,4.0,12.0,50.0,4900760.0,50.0,4.0,92433.0,240.459,2023.0,2.0,russell,British,mercedes,German,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,25
607,20.0,16.0,0.0,50.0,4961187.0,49.0,18.0,94469.0,235.277,2023.0,2.0,sargeant,American,williams,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,22
608,3.0,3.0,15.0,50.0,5067390.0,48.0,3.0,91905.0,241.841,2022.0,2.0,sainz,Spanish,ferrari,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,27
609,4.0,6.0,8.0,50.0,4910770.0,50.0,5.0,92822.0,239.451,2023.0,2.0,sainz,Spanish,ferrari,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,28
610,2.0,2.0,19.0,50.0,5059842.0,48.0,1.0,91634.0,242.556,2022.0,2.0,leclerc,Monegasque,ferrari,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,24
611,12.0,7.0,6.0,50.0,4918056.0,47.0,7.0,93056.0,238.849,2023.0,2.0,leclerc,Monegasque,ferrari,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,25
612,5.0,6.0,8.0,50.0,5115310.0,46.0,9.0,93103.00000000001,238.729,2022.0,2.0,ocon,French,alpine,French,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,25
613,6.0,8.0,4.0,50.0,4927726.0,49.0,8.0,93222.00000000001,238.424,2023.0,2.0,ocon,French,alpine,French,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,26
614,9.0,9.0,2.0,50.0,4929641.0,50.0,10.0,93392.0,237.99,2023.0,2.0,gasly,French,alpine,French,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,27
615,2.0,3.0,15.0,50.0,4895622.0,50.0,3.0,92240.00000000001,240.962,2023.0,2.0,alonso,Spanish,aston_martin,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,41
616,17.0,12.0,0.0,50.0,5151035.0,47.0,11.0,93651.00000000001,237.332,2022.0,2.0,hulkenberg,German,aston_martin,British,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,34
617,12.0,11.0,0.0,50.0,5141508.0,45.0,13.0,93924.0,236.642,2022.0,2.0,zhou,Chinese,alfa,Swiss,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,22
618,11.0,13.0,0.0,50.0,4950954.0,49.0,13.0,93894.0,236.718,2023.0,2.0,zhou,Chinese,alfa,Swiss,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,23
619,1.0,4.0,12.0,50.0,5070093.0,46.0,4.0,92042.0,241.481,2022.0,2.0,perez,Mexican,red_bull,Austrian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,32
620,1.0,1.0,25.0,50.0,4874894.0,38.0,2.0,92188.0,241.098,2023.0,2.0,perez,Mexican,red_bull,Austrian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,33
621,4.0,1.0,25.0,50.0,5059293.0,50.0,2.0,91771.99999999999,242.191,2022.0,2.0,max_verstappen,Dutch,red_bull,Austrian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,24
622,15.0,2.0,19.0,50.0,4880249.0,50.0,1.0,91906.0,241.838,2023.0,2.0,max_verstappen,Dutch,red_bull,Austrian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,25
623,10.0,12.0,0.0,50.0,4945482.0,50.0,12.0,93780.0,237.005,2023.0,2.0,hulkenberg,German,haas,American,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,35
624,10.0,9.0,2.0,50.0,5123601.0,48.0,6.0,92779.0,239.562,2022.0,2.0,kevin_magnussen,Danish,haas,American,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,29
625,13.0,10.0,1.0,50.0,4939720.0,44.0,9.0,93374.0,238.036,2023.0,2.0,kevin_magnussen,Danish,haas,American,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,30
626,9.0,8.0,4.0,50.0,5122239.0,42.0,10.0,93468.0,237.796,2022.0,2.0,gasly,French,alphatauri,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,26
627,16.0,11.0,0.0,50.0,4942388.0,50.0,14.0,93931.0,236.624,2023.0,2.0,tsunoda,Japanese,alphatauri,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,22
628,18.0,14.0,0.0,50.0,4952372.0,49.0,11.0,93609.00000000001,237.438,2023.0,2.0,de_vries,Dutch,alphatauri,Italian,Finished,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,28
629,13.0,13.0,0.0,49.0,5245481.0,46.0,16.0,94446.0,235.334,2022.0,2.0,stroll,Canadian,aston_martin,British,+1 Lap,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,23
630,14.0,18.0,0.0,49.0,5055723.0,37.0,17.0,94384.0,235.489,2023.0,2.0,bottas,Finnish,alfa,Swiss,+1 Lap,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,33
631,18.0,18.0,0.0,14.0,6126335.0,9.0,18.0,97530.0,227.892,2022.0,2.0,latifi,Canadian,williams,British,Accident,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,26
632,17.0,19.0,0.0,27.0,5917009.0,24.0,20.0,95567.0,232.574,2023.0,2.0,albon,Thai,williams,British,Brakes,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,27
633,14.0,17.0,0.0,35.0,6095905.0,34.0,17.0,94487.0,235.232,2022.0,2.0,ricciardo,Australian,mclaren,British,Gearbox,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,32
634,5.0,20.0,0.0,16.0,5912739.0,7.0,19.0,95140.0,233.617,2023.0,2.0,stroll,Canadian,aston_martin,British,Engine,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,24
635,19.0,19.0,0.0,0.0,6216235.0,1.0,0.0,106520.0,224.438,2022.0,2.0,tsunoda,Japanese,alphatauri,Italian,Power Unit,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,21
636,16.0,14.0,0.0,47.0,6094715.0,46.0,15.0,94368.0,235.528,2022.0,2.0,albon,Thai,williams,British,Collision damage,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,26
637,0.0,20.0,0.0,0.0,6216235.0,1.0,0.0,106520.0,224.438,2022.0,2.0,mick_schumacher,German,haas,American,Withdrew,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,23
638,7.0,16.0,0.0,35.0,6089345.0,33.0,12.0,93831.0,236.876,2022.0,2.0,alonso,Spanish,alpine,French,Water pump,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,40
639,8.0,15.0,0.0,36.0,6090825.0,31.0,14.0,93979.0,236.503,2022.0,2.0,bottas,Finnish,alfa,Swiss,Cooling system,jeddah,Jeddah,Saudi Arabia,21.6319,39.1044,15.0,3,32
640,14.0,13.0,0.0,57.0,5705160.0,56.0,11.0,93265.0,208.901,2022.0,5.0,ricciardo,Australian,mclaren,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,32
641,16.0,17.0,0.0,57.0,5345958.0,47.0,20.0,92401.00000000001,210.854,2023.0,5.0,norris,British,mclaren,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,23
642,6.0,6.0,8.0,57.0,5685626.0,55.0,7.0,92941.0,209.629,2022.0,5.0,hamilton,British,mercedes,German,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,37
643,13.0,6.0,8.0,57.0,5309490.0,57.0,4.0,90669.0,214.882,2023.0,5.0,hamilton,British,mercedes,German,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,38
644,12.0,5.0,10.0,57.0,5682840.0,56.0,5.0,92195.0,211.325,2022.0,5.0,russell,British,mercedes,German,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,24
645,6.0,4.0,12.0,57.0,5291470.0,57.0,7.0,91015.0,214.065,2023.0,5.0,russell,British,mercedes,German,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,25
646,18.0,9.0,2.0,57.0,5696623.0,57.0,15.0,93447.0,208.494,2022.0,5.0,albon,Thai,williams,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,26
647,11.0,14.0,0.0,57.0,5331102.0,55.0,16.0,91852.0,212.115,2023.0,5.0,albon,Thai,williams,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,27
648,19.0,14.0,0.0,57.0,5714194.0,53.0,18.0,94169.0,206.896,2022.0,5.0,latifi,Canadian,williams,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,26
649,2.0,3.0,15.0,57.0,5672487.0,56.0,3.0,91789.99999999999,212.258,2022.0,5.0,sainz,Spanish,ferrari,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,27
650,3.0,5.0,10.0,57.0,5300752.0,55.0,10.0,91362.0,213.252,2023.0,5.0,sainz,Spanish,ferrari,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,28
651,1.0,2.0,18.0,57.0,5668044.0,53.0,2.0,91488.0,212.959,2022.0,5.0,leclerc,Monegasque,ferrari,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,24
652,7.0,7.0,6.0,57.0,5311229.0,57.0,11.0,91434.0,213.084,2023.0,5.0,leclerc,Monegasque,ferrari,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,25
653,11.0,11.0,0.0,57.0,5701386.0,53.0,13.0,93331.0,208.753,2022.0,5.0,alonso,Spanish,alpine,French,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,40
654,20.0,8.0,4.0,57.0,5692644.0,56.0,9.0,93163.0,209.13,2022.0,5.0,ocon,French,alpine,French,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,25
655,8.0,9.0,2.0,57.0,5316364.0,56.0,9.0,91143.0,213.765,2023.0,5.0,ocon,French,alpine,French,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,26
656,5.0,8.0,4.0,57.0,5313911.0,55.0,17.0,91971.0,211.84,2023.0,5.0,gasly,French,alpine,French,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,27
657,2.0,3.0,15.0,57.0,5284546.0,57.0,2.0,90519.0,215.238,2023.0,5.0,alonso,Spanish,aston_martin,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,41
658,0.0,10.0,1.0,57.0,5701284.0,52.0,12.0,93312.0,208.796,2022.0,5.0,stroll,Canadian,aston_martin,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,23
659,18.0,12.0,0.0,57.0,5322995.0,44.0,5.0,90862.0,214.426,2023.0,5.0,stroll,Canadian,aston_martin,British,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,24
660,5.0,7.0,6.0,57.0,5689331.0,56.0,10.0,93184.0,209.083,2022.0,5.0,bottas,Finnish,alfa,Swiss,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,32
661,10.0,13.0,0.0,57.0,5329878.0,56.0,15.0,91838.0,212.147,2023.0,5.0,bottas,Finnish,alfa,Swiss,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,33
662,14.0,16.0,0.0,57.0,5336681.0,56.0,14.0,91736.0,212.383,2023.0,5.0,zhou,Chinese,alfa,Swiss,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,23
663,4.0,4.0,12.0,57.0,5674896.0,54.0,4.0,91819.0,212.191,2022.0,5.0,perez,Mexican,red_bull,Austrian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,32
664,1.0,2.0,18.0,57.0,5263625.0,57.0,3.0,90560.0,215.141,2023.0,5.0,perez,Mexican,red_bull,Austrian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,33
665,3.0,1.0,26.0,57.0,5664258.0,54.0,1.0,91361.0,213.255,2022.0,5.0,max_verstappen,Dutch,red_bull,Austrian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,24
666,9.0,1.0,26.0,57.0,5258241.0,56.0,1.0,89708.0,217.184,2023.0,5.0,max_verstappen,Dutch,red_bull,Austrian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,25
667,12.0,15.0,0.0,57.0,5333191.0,36.0,6.0,90901.0,214.334,2023.0,5.0,hulkenberg,German,haas,American,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,35
668,4.0,10.0,1.0,57.0,5321186.0,53.0,13.0,91691.0,212.487,2023.0,5.0,kevin_magnussen,Danish,haas,American,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,30
669,15.0,15.0,0.0,57.0,5737563.0,57.0,6.0,92527.99999999999,210.565,2022.0,5.0,mick_schumacher,German,haas,American,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,23
670,9.0,12.0,0.0,57.0,5704404.0,55.0,8.0,93035.0,209.417,2022.0,5.0,tsunoda,Japanese,alphatauri,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,22
671,17.0,11.0,0.0,57.0,5322550.0,56.0,8.0,91038.0,214.011,2023.0,5.0,tsunoda,Japanese,alphatauri,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,23
672,15.0,18.0,0.0,57.0,5347190.0,57.0,12.0,91562.0,212.786,2023.0,5.0,de_vries,Dutch,alphatauri,Italian,Finished,miami,Miami,USA,25.9581,-80.2389,7.0,5,28
673,19.0,19.0,0.0,56.0,5439196.0,56.0,18.0,92006.0,211.76,2023.0,5.0,piastri,Australian,mclaren,British,+1 Lap,miami,Miami,USA,25.9581,-80.2389,7.0,5,22
674,20.0,20.0,0.0,56.0,5439574.0,50.0,19.0,92384.0,210.893,2023.0,5.0,sargeant,American,williams,British,+1 Lap,miami,Miami,USA,25.9581,-80.2389,7.0,5,22
675,8.0,19.0,0.0,39.0,6671673.0,37.0,14.0,93411.0,208.575,2022.0,5.0,norris,British,mclaren,British,Collision,miami,Miami,USA,25.9581,-80.2389,7.0,5,22
676,0.0,17.0,0.0,54.0,6672353.0,50.0,16.0,93479.0,208.423,2022.0,5.0,vettel,German,aston_martin,British,Collision,miami,Miami,USA,25.9581,-80.2389,7.0,5,34
677,7.0,18.0,0.0,45.0,6682433.0,38.0,19.0,94487.0,206.199,2022.0,5.0,gasly,French,alphatauri,Italian,Suspension,miami,Miami,USA,25.9581,-80.2389,7.0,5,26
678,17.0,20.0,0.0,6.0,6694873.0,4.0,20.0,95731.0,203.52,2022.0,5.0,zhou,Chinese,alfa,Swiss,Water leak,miami,Miami,USA,25.9581,-80.2389,7.0,5,22
