,grid,positionOrder,points,laps,milliseconds_x,fastestLap,rank,fastestLapTime,fastestLapSpeed_x,year,round,driverRef,nationality_x,constructorRef,nationality_y,status,circuitRef,location,country,lat,lng,alt,month,age
0,7.0,6.0,8.0,58.0,5320285.0,54.0,9.0,82451.0,230.449,2022.0,3.0,ricciardo,Australian,mclaren,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,32
1,4.0,5.0,10.0,58.0,5319851.0,55.0,8.0,82248.0,231.018,2022.0,3.0,norris,British,mclaren,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,22
2,13.0,6.0,8.0,58.0,9162072.0,46.0,9.0,81173.0,234.077,2023.0,3.0,norris,British,mclaren,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,23
3,16.0,8.0,4.0,58.0,9163753.0,53.0,12.0,81335.00000000001,233.611,2023.0,3.0,piastri,Australian,mclaren,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,22
4,5.0,4.0,12.0,58.0,5295091.0,51.0,7.0,81886.0,232.039,2022.0,3.0,hamilton,British,mercedes,German,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,37
5,3.0,2.0,18.0,58.0,9158550.0,49.0,5.0,80613.0,235.703,2023.0,3.0,hamilton,British,mercedes,German,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,38
6,6.0,3.0,15.0,58.0,5292141.0,53.0,4.0,81495.0,233.152,2022.0,3.0,russell,British,mercedes,German,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,24
7,20.0,10.0,1.0,58.0,5345930.0,54.0,12.0,82589.0,230.064,2022.0,3.0,albon,Thai,williams,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,26
8,5.0,12.0,0.0,58.0,9164965.0,53.0,3.0,80467.0,236.131,2023.0,3.0,sainz,Spanish,ferrari,Italian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,28
9,1.0,1.0,26.0,58.0,5266548.0,58.0,1.0,80260.0,236.74,2022.0,3.0,leclerc,Monegasque,ferrari,Italian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,24
10,8.0,7.0,6.0,58.0,5328231.0,58.0,10.0,82469.0,230.399,2022.0,3.0,ocon,French,alpine,French,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,25
11,4.0,3.0,15.0,58.0,9159140.0,53.0,4.0,80476.0,236.105,2023.0,3.0,alonso,Spanish,aston_martin,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,41
12,19.0,12.0,0.0,58.0,5355146.0,48.0,17.0,83592.0,227.304,2022.0,3.0,stroll,Canadian,aston_martin,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,23
13,6.0,4.0,12.0,58.0,9161453.0,50.0,6.0,80934.0,234.769,2023.0,3.0,stroll,Canadian,aston_martin,British,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,24
14,12.0,8.0,4.0,58.0,5334987.0,54.0,5.0,81651.0,232.707,2022.0,3.0,bottas,Finnish,alfa,Swiss,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,32
15,0.0,11.0,0.0,58.0,9164884.0,46.0,17.0,82233.0,231.06,2023.0,3.0,bottas,Finnish,alfa,Swiss,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,33
16,14.0,11.0,0.0,58.0,5348243.0,55.0,11.0,82541.0,230.198,2022.0,3.0,zhou,Chinese,alfa,Swiss,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,22
17,17.0,9.0,2.0,58.0,9164084.0,48.0,16.0,81819.0,232.229,2023.0,3.0,zhou,Chinese,alfa,Swiss,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,23
18,3.0,2.0,18.0,58.0,5287072.0,58.0,3.0,81094.0,234.305,2022.0,3.0,perez,Mexican,red_bull,Austrian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,32
19,0.0,5.0,11.0,58.0,9161691.0,53.0,1.0,80235.0,236.814,2023.0,3.0,perez,Mexican,red_bull,Austrian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,33
20,1.0,1.0,25.0,58.0,9158371.0,49.0,2.0,80342.0,236.498,2023.0,3.0,max_verstappen,Dutch,red_bull,Austrian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,25
21,10.0,7.0,6.0,58.0,9163310.0,46.0,8.0,81124.0,234.219,2023.0,3.0,hulkenberg,German,haas,American,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,35
22,11.0,9.0,2.0,58.0,5342769.0,52.0,13.0,82731.0,229.669,2022.0,3.0,gasly,French,alphatauri,Italian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,26
23,12.0,10.0,1.0,58.0,9164423.0,52.0,15.0,81789.0,232.314,2023.0,3.0,tsunoda,Japanese,alphatauri,Italian,Finished,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,22
24,18.0,16.0,0.0,57.0,5439028.0,49.0,18.0,83882.0,226.518,2022.0,3.0,latifi,Canadian,williams,British,+1 Lap,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,26
25,10.0,17.0,0.0,57.0,5435992.0,57.0,2.0,80846.0,235.024,2022.0,3.0,alonso,Spanish,alpine,French,+1 Lap,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,40
26,16.0,14.0,0.0,57.0,5438217.0,44.0,15.0,83071.0,228.729,2022.0,3.0,kevin_magnussen,Danish,haas,American,+1 Lap,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,29
27,15.0,13.0,0.0,57.0,5438152.0,55.0,14.0,83006.0,228.908,2022.0,3.0,mick_schumacher,German,haas,American,+1 Lap,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,23
28,13.0,15.0,0.0,57.0,5438488.0,56.0,16.0,83342.0,227.985,2022.0,3.0,tsunoda,Japanese,alphatauri,Italian,+1 Lap,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,21
29,18.0,16.0,0.0,56.0,9979525.0,50.0,13.0,81456.0,233.264,2023.0,3.0,sargeant,American,williams,British,Collision,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,22
30,7.0,20.0,0.0,0.0,10536525.0,1.0,0.0,137156.0,225.654,2023.0,3.0,leclerc,Monegasque,ferrari,Italian,Collision,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,25
31,11.0,14.0,0.0,56.0,9976995.0,44.0,11.0,81203.0,233.991,2023.0,3.0,ocon,French,alpine,French,Collision,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,26
32,9.0,13.0,0.0,56.0,9974915.0,47.0,7.0,80995.0,234.592,2023.0,3.0,gasly,French,alpine,French,Collision,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,27
33,15.0,15.0,0.0,56.0,9976795.0,50.0,10.0,81183.0,234.049,2023.0,3.0,de_vries,Dutch,alphatauri,Italian,Collision,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,28
34,9.0,20.0,0.0,1.0,6345426.0,1.0,0.0,99028.0,219.814,2022.0,3.0,sainz,Spanish,ferrari,Italian,Spun off,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,27
35,8.0,19.0,0.0,6.0,9998455.0,6.0,19.0,83349.0,227.966,2023.0,3.0,albon,Thai,williams,British,Accident,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,27
36,17.0,19.0,0.0,22.0,6207036.0,17.0,19.0,85189.0,223.042,2022.0,3.0,vettel,German,aston_martin,British,Accident,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,34
37,14.0,17.0,0.0,52.0,9981815.0,52.0,14.0,81685.0,232.61,2023.0,3.0,kevin_magnussen,Danish,haas,American,Accident,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,30
38,2.0,18.0,0.0,17.0,9991765.0,16.0,18.0,82680.0,229.811,2023.0,3.0,russell,British,mercedes,German,Engine,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,25
39,2.0,18.0,0.0,38.0,6171916.0,37.0,6.0,81676.99999999999,232.633,2022.0,3.0,max_verstappen,Dutch,red_bull,Austrian,Fuel leak,albert_park,Melbourne,Australia,-37.8497,144.968,10.0,4,24
40,11.0,8.0,4.0,66.0,5923710.0,53.0,5.0,85619.0,196.568,2022.0,6.0,norris,British,mclaren,British,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,22
41,6.0,5.0,10.0,66.0,5895009.0,51.0,2.0,84253.0,199.755,2022.0,6.0,hamilton,British,mercedes,German,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,37
42,4.0,2.0,18.0,66.0,5302030.0,62.0,3.0,76676.0,218.649,2023.0,7.0,hamilton,British,mercedes,German,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,38
43,4.0,3.0,15.0,66.0,5873402.0,53.0,3.0,84636.0,198.851,2022.0,6.0,russell,British,mercedes,German,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,24
44,12.0,3.0,15.0,66.0,5310329.0,48.0,5.0,77875.0,215.283,2023.0,7.0,russell,British,mercedes,German,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,25
45,3.0,4.0,12.0,66.0,5885683.0,49.0,7.0,85985.0,195.731,2022.0,6.0,sainz,Spanish,ferrari,Italian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,27
46,2.0,5.0,10.0,66.0,5323638.0,60.0,11.0,78402.99999999999,213.833,2023.0,7.0,sainz,Spanish,ferrari,Italian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,28
47,19.0,11.0,0.0,66.0,5352359.0,52.0,9.0,78357.0,213.959,2023.0,7.0,leclerc,Monegasque,ferrari,Italian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,25
48,12.0,7.0,6.0,66.0,5915872.0,54.0,6.0,85935.0,195.845,2022.0,6.0,ocon,French,alpine,French,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,25
49,6.0,8.0,4.0,66.0,5347182.0,54.0,18.0,78946.0,212.362,2023.0,7.0,ocon,French,alpine,French,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,26
50,10.0,10.0,1.0,66.0,5351470.0,41.0,10.0,78375.0,213.91,2023.0,7.0,gasly,French,alpine,French,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,27
51,8.0,7.0,6.0,66.0,5342067.0,49.0,7.0,78083.0,214.709,2023.0,7.0,alonso,Spanish,aston_martin,British,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,41
52,5.0,6.0,8.0,66.0,5341260.0,56.0,14.0,78722.00000000001,212.967,2023.0,7.0,stroll,Canadian,aston_martin,British,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,24
53,7.0,6.0,8.0,66.0,5900451.0,36.0,8.0,86395.0,194.802,2022.0,6.0,bottas,Finnish,alfa,Swiss,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,32
54,13.0,9.0,2.0,66.0,5349818.0,38.0,15.0,78753.0,212.883,2023.0,7.0,zhou,Chinese,alfa,Swiss,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,24
55,5.0,2.0,19.0,66.0,5853547.0,55.0,1.0,84108.0,200.099,2022.0,6.0,perez,Mexican,red_bull,Austrian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,32
56,11.0,4.0,12.0,66.0,5313752.0,52.0,2.0,76666.0,218.678,2023.0,7.0,perez,Mexican,red_bull,Austrian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,33
57,2.0,1.0,25.0,66.0,5840475.0,46.0,4.0,85456.0,196.943,2022.0,6.0,max_verstappen,Dutch,red_bull,Austrian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,24
58,1.0,1.0,26.0,66.0,5277940.0,61.0,1.0,76330.0,219.641,2023.0,7.0,max_verstappen,Dutch,red_bull,Austrian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,25
59,15.0,12.0,0.0,66.0,5353356.0,59.0,17.0,78904.0,212.475,2023.0,7.0,tsunoda,Japanese,alphatauri,Italian,Finished,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,23
60,9.0,12.0,0.0,65.0,6010995.0,54.0,15.0,87285.0,192.816,2022.0,6.0,ricciardo,Australian,mclaren,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,32
61,3.0,17.0,0.0,65.0,5430538.0,55.0,4.0,77182.0,217.216,2023.0,7.0,norris,British,mclaren,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,23
62,9.0,13.0,0.0,65.0,5432035.0,41.0,13.0,78679.0,213.083,2023.0,7.0,piastri,Australian,mclaren,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,22
63,18.0,16.0,0.0,65.0,5432489.0,59.0,19.0,79133.0,211.861,2023.0,7.0,albon,Thai,williams,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,27
64,20.0,20.0,0.0,65.0,5432603.0,41.0,20.0,79247.0,211.556,2023.0,7.0,sargeant,American,williams,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,22
65,20.0,9.0,2.0,65.0,6010309.0,56.0,9.0,86599.0,194.344,2022.0,6.0,alonso,Spanish,alpine,French,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,40
66,16.0,11.0,0.0,65.0,6011339.0,59.0,18.0,87629.0,192.059,2022.0,6.0,vettel,German,aston_martin,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,34
67,17.0,15.0,0.0,65.0,6010586.0,54.0,11.0,86876.0,193.724,2022.0,6.0,stroll,Canadian,aston_martin,British,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,23
68,16.0,19.0,0.0,65.0,5431598.0,50.0,8.0,78242.0,214.273,2023.0,7.0,bottas,Finnish,alfa,Swiss,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,33
69,7.0,15.0,0.0,65.0,5432132.0,53.0,16.0,78776.0,212.821,2023.0,7.0,hulkenberg,German,haas,American,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,35
70,17.0,18.0,0.0,65.0,5431425.0,44.0,6.0,78069.0,214.748,2023.0,7.0,kevin_magnussen,Danish,haas,American,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,30
71,10.0,14.0,0.0,65.0,6011157.0,32.0,16.0,87447.0,192.459,2022.0,6.0,mick_schumacher,German,haas,American,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,23
72,14.0,13.0,0.0,65.0,6010697.0,51.0,12.0,86987.0,193.477,2022.0,6.0,gasly,French,alphatauri,Italian,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,26
73,13.0,10.0,1.0,65.0,6010538.0,59.0,10.0,86828.0,193.831,2022.0,6.0,tsunoda,Japanese,alphatauri,Italian,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,22
74,14.0,14.0,0.0,65.0,5431950.0,41.0,12.0,78594.0,213.313,2023.0,7.0,de_vries,Dutch,alphatauri,Italian,+1 Lap,catalunya,Montmeló,Spain,41.57,2.26111,109.0,6,28
75,18.0,18.0,0.0,64.0,6100272.0,56.0,19.0,88281.0,190.641,2022.0,6.0,albon,Thai,williams,British,+2 Laps,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,26
76,19.0,16.0,0.0,64.0,6098202.0,52.0,14.0,87246.0,192.902,2022.0,6.0,latifi,Canadian,williams,British,+2 Laps,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,26
77,8.0,17.0,0.0,64.0,6098784.0,3.0,17.0,87537.0,192.261,2022.0,6.0,kevin_magnussen,Danish,haas,American,+2 Laps,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,29
78,1.0,20.0,0.0,27.0,6794010.0,25.0,13.0,87030.0,193.381,2022.0,6.0,leclerc,Monegasque,ferrari,Italian,Turbo,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,24
79,15.0,19.0,0.0,28.0,6807860.0,12.0,20.0,88414.99999999999,190.352,2022.0,6.0,zhou,Chinese,alfa,Swiss,Power loss,catalunya,Montmeló,Spain,41.57,2.26111,109.0,5,22
80,14.0,13.0,0.0,64.0,7047900.0,59.0,11.0,77532.0,154.945,2022.0,7.0,ricciardo,Australian,mclaren,British,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,32
81,5.0,6.0,9.0,64.0,7002496.0,55.0,1.0,74693.0,160.834,2022.0,7.0,norris,British,mclaren,British,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,22
82,8.0,8.0,4.0,64.0,7040653.0,51.0,9.0,77203.0,155.605,2022.0,7.0,hamilton,British,mercedes,German,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,37
83,5.0,4.0,13.0,78.0,6571042.0,33.0,1.0,75650.0,158.799,2023.0,6.0,hamilton,British,mercedes,German,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,38
84,6.0,5.0,10.0,64.0,7002233.0,42.0,8.0,76830.0,156.36,2022.0,7.0,russell,British,mercedes,German,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,24
85,8.0,5.0,10.0,78.0,6588264.0,48.0,10.0,76798.0,156.425,2023.0,6.0,russell,British,mercedes,German,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,25
86,2.0,2.0,18.0,64.0,6991419.0,47.0,7.0,76420.99999999999,157.197,2022.0,7.0,sainz,Spanish,ferrari,Italian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,27
87,4.0,8.0,4.0,78.0,6595371.0,43.0,5.0,76449.0,157.14,2023.0,6.0,sainz,Spanish,ferrari,Italian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,28
88,1.0,4.0,12.0,64.0,6993187.0,46.0,6.0,76249.0,157.552,2022.0,7.0,leclerc,Monegasque,ferrari,Italian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,24
89,6.0,6.0,8.0,78.0,6593870.0,46.0,2.0,75773.0,158.541,2023.0,6.0,leclerc,Monegasque,ferrari,Italian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,25
90,7.0,7.0,6.0,64.0,7036623.0,50.0,3.0,75882.0,158.314,2022.0,7.0,alonso,Spanish,alpine,French,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,40
91,10.0,12.0,0.0,64.0,7045909.0,50.0,13.0,77571.0,154.867,2022.0,7.0,ocon,French,alpine,French,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,25
92,3.0,3.0,15.0,78.0,6568970.0,41.0,6.0,76527.99999999999,156.977,2023.0,6.0,ocon,French,alpine,French,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,26
93,7.0,7.0,6.0,78.0,6594342.0,49.0,3.0,75831.0,158.42,2023.0,6.0,gasly,French,alpine,French,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,27
94,2.0,2.0,18.0,78.0,6559901.0,43.0,9.0,76674.0,156.678,2023.0,6.0,alonso,Spanish,aston_martin,British,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,41
95,9.0,10.0,1.0,64.0,7043801.0,54.0,12.0,77558.0,154.893,2022.0,7.0,vettel,German,aston_martin,British,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,34
96,18.0,14.0,0.0,64.0,7051067.0,56.0,15.0,77672.0,154.665,2022.0,7.0,stroll,Canadian,aston_martin,British,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,23
97,12.0,9.0,2.0,64.0,7042790.0,57.0,14.0,77600.0,154.809,2022.0,7.0,bottas,Finnish,alfa,Swiss,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,32
98,3.0,1.0,25.0,64.0,6990265.0,46.0,4.0,76027.99999999999,158.01,2022.0,7.0,perez,Mexican,red_bull,Austrian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,32
99,4.0,3.0,15.0,64.0,6991756.0,47.0,5.0,76051.99999999999,157.96,2022.0,7.0,max_verstappen,Dutch,red_bull,Austrian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,24
100,1.0,1.0,25.0,78.0,6531980.0,23.0,7.0,76604.0,156.822,2023.0,6.0,max_verstappen,Dutch,red_bull,Austrian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,25
101,17.0,11.0,0.0,64.0,7044554.0,61.0,10.0,77344.0,155.321,2022.0,7.0,gasly,French,alphatauri,Italian,Finished,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,26
102,10.0,9.0,2.0,77.0,6673215.0,46.0,19.0,77844.0,154.324,2023.0,6.0,norris,British,mclaren,British,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,23
103,11.0,10.0,1.0,77.0,6672884.0,47.0,14.0,77513.0,154.983,2023.0,6.0,piastri,Australian,mclaren,British,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,22
104,13.0,14.0,0.0,77.0,6672043.0,24.0,8.0,76672.0,156.683,2023.0,6.0,albon,Thai,williams,British,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,27
105,19.0,15.0,0.0,63.0,7129646.0,43.0,18.0,78579.00000000001,152.88,2022.0,7.0,latifi,Canadian,williams,British,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,26
106,15.0,11.0,0.0,77.0,6673195.0,19.0,18.0,77824.0,154.363,2023.0,6.0,bottas,Finnish,alfa,Swiss,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,33
107,20.0,16.0,0.0,63.0,7129267.0,52.0,17.0,78200.0,153.621,2022.0,7.0,zhou,Chinese,alfa,Swiss,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,23
108,19.0,13.0,0.0,77.0,6672297.0,5.0,11.0,76926.0,156.165,2023.0,6.0,zhou,Chinese,alfa,Swiss,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,24
109,11.0,17.0,0.0,63.0,7126401.0,61.0,2.0,75334.0,159.465,2022.0,7.0,tsunoda,Japanese,alphatauri,Italian,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,22
110,12.0,12.0,0.0,77.0,6672932.0,43.0,15.0,77561.0,154.887,2023.0,6.0,de_vries,Dutch,alphatauri,Italian,+1 Lap,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,28
111,14.0,20.0,0.0,53.0,7373061.0,18.0,17.0,77769.0,154.472,2023.0,6.0,stroll,Canadian,aston_martin,British,Accident,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,24
112,15.0,19.0,0.0,24.0,7898847.0,24.0,19.0,84777.99999999999,141.701,2022.0,7.0,mick_schumacher,German,haas,American,Accident,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,23
113,16.0,18.0,0.0,76.0,6749975.0,32.0,13.0,77301.99999999999,155.406,2023.0,6.0,sargeant,American,williams,British,+2 Laps,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,22
114,20.0,16.0,0.0,76.0,6747909.0,5.0,4.0,76269.0,157.51,2023.0,6.0,perez,Mexican,red_bull,Austrian,+2 Laps,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,33
115,18.0,17.0,0.0,76.0,6749353.0,6.0,12.0,76991.0,156.033,2023.0,6.0,hulkenberg,German,haas,American,+2 Laps,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,35
116,9.0,15.0,0.0,76.0,6750731.0,36.0,16.0,77680.0,154.649,2023.0,6.0,tsunoda,Japanese,alphatauri,Italian,+2 Laps,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,23
117,17.0,19.0,0.0,70.0,7378881.0,41.0,20.0,78351.0,153.325,2023.0,6.0,kevin_magnussen,Danish,haas,American,Collision damage,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,30
118,16.0,18.0,0.0,48.0,7831297.0,40.0,16.0,78023.0,153.969,2022.0,7.0,albon,Thai,williams,British,Mechanical,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,26
119,13.0,20.0,0.0,19.0,7988607.0,18.0,20.0,93753.99999999999,128.135,2022.0,7.0,kevin_magnussen,Danish,haas,American,Water pressure,monaco,Monte-Carlo,Monaco,43.7347,7.42056,7.0,5,29
120,14.0,13.0,0.0,52.0,8303128.0,34.0,11.0,92644.0,228.914,2022.0,10.0,ricciardo,Australian,mclaren,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,33
121,6.0,6.0,8.0,52.0,8282254.0,47.0,6.0,91645.0,231.41,2022.0,10.0,norris,British,mclaren,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,22
122,2.0,2.0,18.0,52.0,5120736.0,43.0,2.0,90543.0,234.226,2023.0,10.0,norris,British,mclaren,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,23
123,3.0,4.0,12.0,52.0,5124714.0,41.0,4.0,90850.0,233.435,2023.0,10.0,piastri,Australian,mclaren,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,22
124,5.0,3.0,16.0,52.0,8276536.0,52.0,1.0,90510.0,234.312,2022.0,10.0,hamilton,British,mercedes,German,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,37
125,7.0,3.0,15.0,52.0,5123721.0,43.0,3.0,90545.0,234.221,2023.0,10.0,hamilton,British,mercedes,German,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,38
126,6.0,5.0,10.0,52.0,5128144.0,41.0,6.0,91124.0,232.733,2023.0,10.0,russell,British,mercedes,German,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,25
127,8.0,8.0,4.0,52.0,5134816.0,41.0,8.0,91273.0,232.353,2023.0,10.0,albon,Thai,williams,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,27
128,10.0,12.0,0.0,52.0,8302822.0,48.0,13.0,93286.0,227.339,2022.0,10.0,latifi,Canadian,williams,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,27
129,14.0,11.0,0.0,52.0,5140570.0,42.0,13.0,91699.0,231.274,2023.0,10.0,sargeant,American,williams,British,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,22
130,1.0,1.0,25.0,52.0,8270311.0,44.0,2.0,90813.0,233.53,2022.0,10.0,sainz,Spanish,ferrari,Italian,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,27
131,5.0,10.0,1.0,52.0,5136386.0,51.0,10.0,91366.0,232.116,2023.0,10.0,sainz,Spanish,ferrari,Italian,Finished,silverstone,Silverstone,UK,52.0786,-1.01694,153.0,7,28
