abbreviation,color,constructor,race_results
RED,#0600ef,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [16, 17, 17, 14, 15, 15, 15, 17, 10, 16, 10, 17, 1, 18, 16, 16, 12, 17, 15, 17, 11, 19]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 5, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [-31, 0, 1, 1, 2, 4, 3, 2, 0, -3, -1, 0, 15, 13, 0, 13, 2, 2, 6, 1, -6, -1]}, {'id': 'race_overtake_points', 'points_per_race_list': [5, 2, 4, 1, 2, 2, 0, 1, 2, 9, 2, 1, 12, 8, 3, 8, 10, 3, 7, 1, 11, 5]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 10, 10, 10, 0, 10, 0, 0, 10, 0, 0, 10, 10, 10, 0, 0, 0, 0, 0, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, 0, -20, 0, 0, 0, 0, 0, -20, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [0, 37, 18, 43, 37, 43, 40, 43, 25, 24, 18, 37, 35, 43, 35, 33, 31, 43, 37, 40, 14, 40]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [0, 3, 10, 8, 13, 3, 10, 5, 0, 0, 5, 10, 13, 5, 10, 10, 10, 0, 10, 0, 10, 0]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [72.0], 'results_per_race_list': [0, 69, 40, 113, 89, 87, 78, 88, 22, 56, 52, 75, 81, 107, 84, 100, 75, 75, 85, 69, 65, 73]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
FER,#dc0000,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [18, 17, 12, 10, 19, 18, 19, 17, 8, 18, 17, 12, 17, 16, 17, 18, 17, 17, 19, 10, 7, 15]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [1, 0, 0, -4, -2, -1, -3, 0, 15, -1, 1, 14, -5, 7, -6, 13, 0, -1, 9, 1, 5, 1]}, {'id': 'race_overtake_points', 'points_per_race_list': [4, 1, 0, 5, 1, 6, 0, 0, 13, 4, 3, 18, 2, 13, 4, 13, 0, 2, 7, 3, 14, 4]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [10, 10, 10, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, 0, -20, -20, 0, -20, 0, -40, 0, 0, -20, -20, 0, 0, 0, 0, 0, -20, -20, 0, 0, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [43, 33, 25, 8, 33, 12, 30, 0, 28, 37, 25, 10, 20, 23, 19, 30, 33, 15, 15, 18, 27, 30]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [5, 0, 0, 0, 0, 15, 0, 0, 0, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 0, 0]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [54.4], 'results_per_race_list': [91, 71, 37, 31, 61, 40, 56, -13, 79, 71, 56, 54, 44, 69, 44, 92, 60, 23, 40, 45, 86, 60]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
MER,#00d2be,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [8, 5, 11, 0, 5, 12, 8, 10, 10, 9, 9, 12, 14, 7, 12, 11, 8, 8, 11, 17, 11, 11]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [10, 5, 10, 3, 5, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 5, 10, 10, 10, 10, 10]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [7, 6, 4, 8, 7, 2, 1, 5, 5, 2, 5, 5, 3, 1, 4, 13, 0, 1, 0, -1, 0, -12]}, {'id': 'race_overtake_points', 'points_per_race_list': [4, 8, 1, 3, 7, 8, 1, 4, 4, 5, 13, 2, 6, 2, 4, 12, 5, 4, 6, 0, 5, 8]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 10, 0, 0, 0, 10, 0, 10, 10, 10, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [27, 11, 27, 12, 18, 25, 14, 27, 27, 15, 27, 33, 33, 12, 30, 25, 2, 14, 28, 30, 43, 10]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 3]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [52.2], 'results_per_race_list': [56, 35, 53, 27, 42, 57, 34, 59, 56, 31, 74, 62, 76, 12, 60, 71, 35, 37, 65, 66, 111, 30]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
ALP,#0090ff,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [3, 10, 4, 6, 0, 0, 5, 1, 13, 4, 9, 4, 11, 11, 0, 1, 6, 10, 2, 3, 9, 3]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [5, 10, 10, 5, 1, 1, 10, 5, 10, 5, 10, 5, 10, 10, 3, 5, 5, 10, 5, 10, 10, 5]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [3, -1, -6, 2, 12, 16, -2, 6, -6, 2, 10, 3, -6, 7, 10, 3, 0, 1, 16, -8, 20, 1]}, {'id': 'race_overtake_points', 'points_per_race_list': [15, 4, 3, 0, 1, 8, 0, 4, 0, 4, 13, 2, 0, 15, 2, 2, 0, 5, 13, 4, 19, 9]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, -20, 0, -20, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, -20, -40, 0, 0, 0, 0, -20]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [8, 8, 6, 0, 4, 8, 6, 7, 10, 10, 11, 12, 6, 16, 10, 0, 0, 18, 6, 4, 14, 6]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [3, 0, 0, 0, 0, 0, 3, 10, 0, 10, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [22.5], 'results_per_race_list': [37, 11, 17, -8, 13, 33, 22, 33, 27, 15, 36, 26, 21, 69, 25, -9, -29, 44, 42, 13, 53, 4]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
MCL,#FF9800,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [0, 0, 11, 13, 3, 2, 6, 0, 2, 5, 0, 6, 9, 1, 4, 7, 5, 1, 3, 3, 7, 5]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [1, 3, 10, 10, 5, 5, 5, 3, 5, 5, 1, 5, 10, 5, 5, 10, 5, 5, 5, 5, 5, 10]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [2, 4, 0, -10, 1, 0, 0, 6, -3, 1, 5, -2, -9, -3, 0, -4, 13, 0, -1, 3, 0, 5]}, {'id': 'race_overtake_points', 'points_per_race_list': [7, 5, 2, 1, 5, 4, 0, 3, 4, 0, 6, 0, 6, 3, 1, 2, 0, 1, 10, 6, 2, 10]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, -20, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, -40, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [0, 6, 18, 15, 0, 4, 8, 6, 0, 8, 8, 8, 6, 0, 6, 6, 22, 1, 8, 8, 0, 10]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [10, 15, 8, 10, 0, 0, 5, 0, 0, 0, 10, 3, 5, 3, 0, 0, 0, 0, 3, 15, 0, 15]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [22.5], 'results_per_race_list': [20, 13, 49, 45, -6, 15, 34, 18, 8, 19, 41, 20, 27, 9, 16, 1, 45, 8, 28, 40, -20, 65]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
AST,#006f62,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [0, 0, 0, 2, 1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 4, 0, 0, 2]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [-1, 1, -1, 5, 5, -1, 5, 5, -1, -1, -1, 1, 1, 1, 5, -1, 3, 5, 5, -1, 3, 5]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [7, 5, 8, 10, -4, 7, 3, 6, 11, 18, 0, 6, 11, 0, 5, 0, 10, 9, 2, 7, 3, 5]}, {'id': 'race_overtake_points', 'points_per_race_list': [6, 2, 4, 2, 13, 6, 5, 1, 3, 2, 6, 1, 15, 8, 1, 1, 0, 5, 7, 2, 7, 12]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, 0, 0, -20, 0, 0, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [0, 0, 0, 5, 1, 0, 1, 8, 1, 2, 0, 1, 1, 4, 1, 0, 12, 8, 4, 0, 1, 5]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [0, 0, 0, 0, 5, 0, 0, 0, 3, 5, 0, 0, 0, 0, 3, 0, 3, 5, 0, 0, 0, 0]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [13.6], 'results_per_race_list': [12, 8, -14, 20, 21, 12, 16, 22, 17, 26, 10, 9, 28, 13, 16, -40, 28, 34, 2, 8, 22, 29]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
ALT,#2b4562,True,"[{'fantasy_results': [{'id': 'quali_not_classified_points', 'points_per_race_list': [0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'quali_pos_points', 'points_per_race_list': [1, 2, 0, 0, 6, 0, 0, 8, 0, 0, 1, 3, 0, 0, 2, 2, 5, 0, 0, 0, 0, 0]}, {'id': 'quali_teamwork_points', 'points_per_race_list': [5, 5, 3, -1, 10, 3, 1, 10, -1, 3, 5, 5, -1, 1, 5, 5, 10, 1, 3, 3, 1, 1]}, {'id': 'sprint_pos_gained_points', 'points_per_race_list': [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]}, {'id': 'sprint_overtake_points', 'points_per_race_list': [0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]}, {'id': 'sprint_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_not_classified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'sprint_pos_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_gained_points', 'points_per_race_list': [8, 1, 0, 10, -3, 4, 0, -4, 1, -1, -1, 2, 5, 6, 0, 3, -3, 2, 6, 3, -1, 3]}, {'id': 'race_overtake_points', 'points_per_race_list': [11, 2, 2, 4, 3, 5, 4, 2, 1, 0, 3, 2, 8, 11, 0, 6, 0, 4, 15, 2, 7, 8]}, {'id': 'race_fastest_lap_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_not_classified_points', 'points_per_race_list': [-20, -20, 0, 0, -20, 0, 0, 0, -20, -20, 0, -20, 0, 0, -20, 0, -20, 0, 0, -20, 0, 0]}, {'id': 'race_disqualified_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'id': 'race_pos_points', 'points_per_race_list': [4, 4, 2, 6, 0, 1, 0, 10, 0, 0, 0, 0, 0, 2, 0, 4, 1, 0, 1, 0, 0, 0]}, {'id': 'race_pit_stop_points', 'points_per_race_list': [0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 5, 0, 0, 13, 5, 0, 8, 0]}], 'id': 'weekend_current_points', 'results_per_aggregation_list': [6.9], 'results_per_race_list': [9, -11, 7, 26, -4, 13, 5, 26, -14, -18, 4, -3, 12, 20, -8, 20, -7, 20, 30, -12, 24, 12]}, {'id': 'price_change', 'results_per_aggregation_list': [None], 'results_per_race_list': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]}]"
